LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,TOT_ENR,TOT_DAYSMISSED,DAYSMISSED_PER_100,TOT_EXPWE,TOT_EXPWOE,TOT_ISS,ISS_PER_100,TOT_MULTOOS,MULTOOS_PER_100,TOT_SINGOOS,SINGOOS_PER_100,SCH_SAL_TOTPERS_WOFED,SCH_SAL_TEACH_WOFED,SCH_SAL_AID_WOFED,SCH_SAL_SUP_WOFED,SCH_SAL_ADM_WOFED,SCH_NPE_WOFED,SPEND_PER_STUDENT_WOFED,SPEND_PER_STUDENT_TEACH_WOFED,SPEND_PER_STUDENT_AID_WOFED,SPEND_PER_STUDENT_SUP_WOFED,SPEND_PER_STUDENT_ADM_WOFED,SPEND_PER_STUDENT_NPE_WOFED
TX,TEXAS,4834320,PASADENA ISD,03843,SAM RAYBURN H S,483432003843,2801,1095,39.09,2,0,718,25.63,77,2.75,159,5.68,10865405,8802301,89736,1355930,720498,463898,3879.12,3142.56,32.04,484.09,257.23,165.62
TX,TEXAS,4834320,PASADENA ISD,03849,SOUTH HOUSTON HIGH SCHOOL,483432003849,2449,1144,46.71,0,0,567,23.15,61,2.49,139,5.68,10205721,8104168,147342,1621455,663922,442150,4167.3,3309.17,60.16,662.09,271.1,180.54
TX,TEXAS,4834320,PASADENA ISD,09283,PASADENA MEMORIAL H S,483432009283,2929,687,23.46,0,0,672,22.94,57,1.95,116,3.96,11364162,9111132,61032,1631743,730998,620099,3879.88,3110.66,20.84,557.1,249.57,211.71
TX,TEXAS,4834440,PEARLAND ISD,03863,PEARLAND H S,483444003863,2974,278,9.35,4,0,224,7.53,10,0.34,57,1.92,13026487.3,10594300.61,324097.51,956805.51,1151283.67,812744.26,4380.12,3562.31,108.98,321.72,387.12,273.28
TX,TEXAS,4834440,PEARLAND ISD,11446,GLENDA DAWSON H S,483444011446,2411,131,5.43,6,0,215,8.92,4,0.17,38,1.58,9911216.51,8097917.06,344952.2,668085.39,950871.03,66808539.14,4110.83,3358.74,143.07,277.1,394.39,27709.89
TX,TEXAS,4834440,PEARLAND ISD,12910,ROBERT TURNER COLLEGE AND CAREER H S,483444012910,999,122,12.21,4,0,80,8.01,7,0.7,25,2.5,3977020.64,3078089.33,51367,354647.39,492916.92,374317.37,3981,3081.17,51.42,355,493.41,374.69
TX,TEXAS,4834500,PEASTER ISD,03873,PEASTER H S,483450003873,273,9,3.3,0,0,31,11.36,0,0,2,0.73,2023971,1725213,97233,68757,132768,245426.81,7413.81,6319.46,356.16,251.86,486.33,899
TX,TEXAS,4834550,PECOS-BARSTOW-TOYAH ISD,03881,PECOS H S,483455003881,629,10,1.59,0,0,75,11.92,0,0,7,1.11,5040064.81,3853894.65,157968.17,554632.04,408610.39,1541014.1,8012.82,6127.02,251.14,881.77,649.62,2449.94
TX,TEXAS,4834650,PERRYTON ISD,03889,PERRYTON H S,483465003889,603,19,3.15,0,0,2,0.33,2,0.33,14,2.32,3999484,2748974,97425,215731,256791,1079897,6632.64,4558.83,161.57,357.76,425.86,1790.87
TX,TEXAS,4834830,PFLUGERVILLE ISD,03905,PFLUGERVILLE H S,483483003905,2189,214,9.78,6,0,291,13.29,30,1.37,39,1.78,7546899,6158739,76036,711499,556146,761893,3447.65,2813.49,34.74,325.03,254.06,348.06
TX,TEXAS,4834830,PFLUGERVILLE ISD,07467,JOHN B CONNALLY H S,483483007467,1906,741,38.88,4,0,586,30.75,72,3.78,121,6.35,7283211,5914258,35073,767505,582977,536129,3821.2,3102.97,18.4,402.68,305.86,281.28
TX,TEXAS,4834830,PFLUGERVILLE ISD,09531,HENDRICKSON H S,483483009531,3022,601,19.89,12,0,569,18.83,48,1.59,92,3.04,9645211,8019797,141046,838028,623607,821729,3191.66,2653.8,46.67,277.31,206.36,271.92
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,03921,PSJA EARLY COLLEGE H S,483486003921,1925,166,8.62,2,0,31,1.61,13,0.68,61,3.17,7517793,6122152,82592,1339469,400865,1089041,3905.35,3180.34,42.9,695.83,208.24,565.74
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,06896,PSJA NORTH EARLY COLLEGE H S,483486006896,2142,222,10.36,5,0,37,1.73,25,1.17,84,3.92,8234763,6805611,79506,1359760,379775,679514,3844.43,3177.22,37.12,634.81,177.3,317.23
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,07653,PSJA MEMORIAL EARLY COLLEGE H S,483486007653,1924,262,13.62,0,0,123,6.39,31,1.61,55,2.86,7935025,6544245,40767,1261721,427676,738016,4124.23,3401.37,21.19,655.78,222.28,383.58
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,11513,PSJA SOUTHWEST EARLY COLLEGE H S,483486011513,1774,304,17.14,4,0,67,3.78,31,1.75,87,4.9,7236021,5966944,60461,1369275,414563,497316,4078.93,3363.55,34.08,771.86,233.69,280.34
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,12225,PSJA THOMAS JEFFERSON T-STEM EARLY COLLEGE H S,483486012225,611,7,1.15,0,0,2,0.33,0,0,7,1.15,2352706,1808359,20874,579855,263105,147140,3850.58,2959.67,34.16,949.03,430.61,240.82
TX,TEXAS,4834920,PILOT POINT ISD,03929,PILOT POINT H S,483492003929,436,32,7.34,6,2,77,17.66,11,2.52,22,5.05,2485292.3,1461543.27,118954.2,670417,234377,1707730.4,5700.21,3352.16,272.83,1537.65,537.56,3916.81
TX,TEXAS,4834980,PINE TREE ISD,03932,PINE TREE H S,483498003932,1248,469,37.58,0,0,136,10.9,47,3.77,40,3.21,5071424,4048926,97819,414096,510583,597497,4063.64,3244.33,78.38,331.81,409.12,478.76
TX,TEXAS,4835010,PITTSBURG ISD,03937,PITTSBURG H S,483501003937,698,24,3.44,0,0,41,5.87,4,0.57,8,1.15,4435304,3515745,56430,239380,623749,339786,6354.3,5036.88,80.85,342.95,893.62,486.8
TX,TEXAS,4835070,PLAINVIEW ISD,21279,PLAINVIEW H S,483507021279,1428,136,9.52,0,0,286,20.03,23,1.61,19,1.33,6319526.02,4587301.14,226318.58,44478.55,467304.99,1924475.26,4425.44,3212.4,158.49,31.15,327.24,1347.67
TX,TEXAS,4835100,PLANO ISD,05796,PLANO EAST SR H S,483510005796,2969,0,0,0,0,0,0,0,0,0,0,9323826.55,9240627.83,78563.35,921418.45,981739,689026.6,3140.39,3112.37,26.46,310.35,330.66,232.07
TX,TEXAS,4835130,PLEASANT GROVE ISD,06031,PLEASANT GROVE H S,483513006031,655,34,5.19,0,0,30,4.58,2,0.31,6,0.92,2020679,1591972,224864,592292,585539,956251,3085.01,2430.49,343.3,904.26,893.95,1459.93
TX,TEXAS,4835190,PLEASANTON ISD,03984,PLEASANTON H S,483519003984,975,42,4.31,0,0,201,20.62,2,0.21,14,1.44,5076205.28,3095938.91,195974.47,814301.16,724025.33,1416130.83,5206.36,3175.32,201,835.18,742.59,1452.44
TX,TEXAS,4835250,POINT ISABEL ISD,03989,PORT ISABEL H S,483525003989,657,0,0,0,0,182,27.7,2,0.3,25,3.81,2933364,2033414,16208,513540,256947,576239,4464.79,3095,24.67,781.64,391.09,877.08
TX,TEXAS,4835310,PONDER ISD,03992,PONDER H S,483531003992,400,18,4.5,0,0,19,4.75,0,0,16,4,1926888,1660721,68812,34356,162999,609934,4817.22,4151.8,172.03,85.89,407.5,1524.84
TX,TEXAS,4835340,POOLVILLE ISD,03994,POOLVILLE H S,483534003994,37,9,24.32,0,0,0,0,0,0,5,13.51,968061.83,846111.57,23777.35,27756.25,70416.66,181954.85,26163.83,22867.88,642.63,750.17,1903.15,4917.7
TX,TEXAS,4835370,PORT ARANSAS ISD,03996,PORT ARANSAS H S,483537003996,178,6,3.37,0,0,13,7.3,0,0,4,2.25,1194153.75,664728.3,24167.16,55098.23,98336,137505.9,6708.73,3734.43,135.77,309.54,552.45,772.51
TX,TEXAS,4835430,PORT NECHES-GROVES ISD,04020,PORT NECHES-GROVES H S,483543004020,1432,100,6.98,4,0,88,6.15,0,0,30,2.09,8261888,6579478,148714,617638,427440,471721,5769.47,4594.61,103.85,431.31,298.49,329.41
TX,TEXAS,4835490,POST ISD,04026,POST H S,483549004026,219,17,7.76,6,0,22,10.05,4,1.83,12,5.48,42,1098621.56,46928.16,111350.28,224441,26000,0.19,5016.54,214.28,508.45,1024.84,118.72
TX,TEXAS,4835520,POTEET ISD,04029,POTEET H S,483552004029,495,205,41.41,0,0,103,20.81,4,0.81,32,6.46,1452515.84,848955.8,155134.79,183438.5,161753.91,341210.97,2934.38,1715.06,313.4,370.58,326.78,689.32
TX,TEXAS,4835550,POTH ISD,04032,POTH H S,483555004032,248,2,0.81,2,0,31,12.5,0,0,2,0.81,1479623.1,1108943,72943.78,186691.91,111044.41,254565,5966.22,4471.54,294.13,752.79,447.76,1026.47
TX,TEXAS,4835560,HIGHLAND PARK ISD,06160,HIGHLAND PARK H S,483556006160,245,7,2.86,0,0,11,4.49,0,0,6,2.45,1528710.43,1250158.42,9148.5,123272.71,146130.8,261915.59,6239.63,5102.69,37.34,503.15,596.45,1069.04
TX,TEXAS,4835570,BUSHLAND ISD,10997,BUSHLAND H S,483557010997,528,5,0.95,0,0,22,4.17,0,0,6,1.14,2789350.47,2176201.77,84193.63,209688.12,156392.58,189299.29,5282.86,4121.59,159.46,397.14,296.2,358.52
TX,TEXAS,4835580,POTTSBORO ISD,04036,POTTSBORO H S,483558004036,1428,42,2.94,29,0,103,7.21,8,0.56,14,0.98,4855152,4855152,196000,494000,462000,7592000,3399.97,3399.97,137.25,345.94,323.53,5316.53
TX,TEXAS,4835800,PRESIDIO ISD,04055,PRESIDIO H S,483580004055,447,0,0,9,0,17,3.8,0,0,0,0,1828901,1828901,177858.49,155288,230158,1488720.54,4091.5,4091.5,397.89,347.4,514.89,3330.47
TX,TEXAS,4835850,PRINCETON ISD,04059,PRINCETON H S,483585004059,1097,156,14.22,19,0,115,10.48,9,0.82,47,4.28,3837031,3194251,36351,257775,116490,4050608,3497.75,2911.81,33.14,234.98,106.19,3692.44
TX,TEXAS,4835910,PROGRESO ISD,06032,PROGRESO H S,483591006032,561,75,13.37,0,0,52,9.27,7,1.25,34,6.06,3017735.25,2177843.98,223559.81,465137.46,151194,978202.8,5379.21,3882.07,398.5,829.12,269.51,1743.68
TX,TEXAS,4836000,PROSPER ISD,04064,PROSPER H S,483600004064,2108,12,0.57,2,2,184,8.73,0,0,2,0.09,10720827,7672769,445551,1514765,839436,1565375,5085.78,3639.83,211.36,718.58,398.21,742.59
TX,TEXAS,4836180,QUANAH ISD,04067,QUANAH H S,483618004067,153,8,5.23,0,0,22,14.38,0,0,6,3.92,1031159.09,859028.03,9338.3,11390.66,110605.55,331943.58,6739.6,5614.56,61.03,74.45,722.91,2169.57
TX,TEXAS,4836210,QUEEN CITY ISD,04071,QUEEN CITY H S,483621004071,302,1,0.33,0,0,43,14.24,0,0,2,0.66,1694174.47,1310915.07,51592.73,147453.34,184213.33,112959,5609.85,4340.78,170.84,488.26,609.98,374.04
TX,TEXAS,4836240,QUINLAN ISD,04075,WH FORD H S,483624004075,774,86,11.11,31,0,129,16.67,18,2.33,17,2.2,3011071.86,2199435.92,93677.52,384136.5,426825.07,1526739.54,3890.27,2841.65,121.03,496.3,551.45,1972.53
TX,TEXAS,4836300,QUITMAN ISD,04078,QUITMAN H S,483630004078,322,20,6.21,0,0,45,13.98,2,0.62,7,2.17,1628881,1244476,7539,116165,188585,353393,5058.64,3864.83,23.41,360.76,585.67,1097.49
TX,TEXAS,4836360,RAINS ISD,04081,RAINS H S,483636004081,495,49,9.9,0,0,79,15.96,5,1.01,6,1.21,2256258.28,1453399.23,1082416.23,33400,215678.12,104822.41,4558.1,2936.16,2186.7,67.47,435.71,211.76
TX,TEXAS,4836450,RANDOLPH FIELD ISD,04088,RANDOLPH H S,483645004088,422,2,0.47,0,0,18,4.27,0,0,2,0.47,3004638,2368646,36080,370024,229888,693562,7120,5612.91,85.5,876.83,544.76,1643.51
TX,TEXAS,4836480,RANGER ISD,04090,RANGER H S,483648004090,114,9,7.89,0,0,21,18.42,0,0,2,1.75,1235206,1235206,180234,50533,85381,121608,10835.14,10835.14,1581,443.27,748.96,1066.74
TX,TEXAS,4836540,RAYMONDVILLE ISD,04098,RAYMONDVILLE H S,483654004098,526,79,15.02,19,0,73,13.88,21,3.99,10,1.9,2546311,1853690,158311.79,231739.62,302569.7,234165.01,4840.9,3524.13,300.97,440.57,575.23,445.18
TX,TEXAS,4836660,RED OAK ISD,04106,RED OAK H S,483666004106,1879,533,28.37,2,2,495,26.34,62,3.3,80,4.26,7999198,5748958,393810,1073083,783707,1198592.92,4257.16,3059.58,209.58,571.09,417.09,637.89
TX,TEXAS,4836750,REDWATER ISD,04109,REDWATER H S,483675004109,382,21,5.5,0,0,34,8.9,4,1.05,15,3.93,2087894.95,2087894.95,62740.38,65231.3,216194.75,7247.35,5465.69,5465.69,164.24,170.76,565.95,18.97
TX,TEXAS,4836780,REFUGIO ISD,04111,REFUGIO H S,483678004111,209,33,15.79,0,0,45,21.53,0,0,10,4.78,303466.79,1076442.46,75216.3,168076.24,88381,534982,1451.99,5150.44,359.89,804.19,422.88,2559.72
TX,TEXAS,4836960,RICE ISD,08005,RICE H S,483696008005,243,7,2.88,0,0,49,20.16,0,0,6,2.47,1563345,919593,154542.1,132750,198004.93,425052.14,6433.52,3784.33,635.98,546.3,814.84,1749.19
TX,TEXAS,4836970,RICE CISD,04118,RICE H S,483697004118,357,134,37.54,0,0,35,9.8,6,1.68,19,5.32,1580266,1251141,17980,63825,166050,134864,4426.52,3504.6,50.36,178.78,465.13,377.77
TX,TEXAS,4837020,RICHARDSON ISD,04124,BERKNER H S,483702004124,2468,454,18.4,46,0,298,12.07,31,1.26,75,3.04,10641887.12,8454861.14,59140.07,1439997.86,687888.05,1272671.78,4311.95,3425.79,23.96,583.47,278.72,515.67
TX,TEXAS,4837020,RICHARDSON ISD,04148,PEARCE H S,483702004148,2287,195,8.53,27,0,159,6.95,17,0.74,49,2.14,9502737.2,7565312.14,72120.43,1295050.97,570253.66,1149744.38,4155.11,3307.96,31.53,566.27,249.35,502.73
TX,TEXAS,4837140,RIO GRANDE CITY CISD,04179,RIO GRANDE CITY H S,483714004179,2041,237,11.61,4,0,241,11.81,31,1.52,28,1.37,9152967.06,6840802.63,583444.62,763185.9,965533,342673.28,4484.55,3351.69,285.86,373.93,473.07,167.89
TX,TEXAS,4837140,RIO GRANDE CITY CISD,12124,RIO GRANDE CITY CISD GRULLA H S,483714012124,1059,197,18.6,2,0,100,9.44,19,1.79,31,2.93,5085531.19,3934703.63,133906.76,384311,632609.16,235723.07,4802.2,3715.49,126.45,362.9,597.36,222.59
TX,TEXAS,4837170,RIO HONDO ISD,04184,RIO HONDO H S,483717004184,640,31,4.84,9,0,51,7.97,10,1.56,4,0.62,2614267,2290219,132470,31955,211305,210650,4084.79,3578.47,206.98,49.93,330.16,329.14
TX,TEXAS,4837200,RIO VISTA ISD,04187,RIO VISTA H S,483720004187,254,10,3.94,0,0,29,11.42,2,0.79,6,2.36,1369898.66,1061634.13,22280.56,111364.17,174619.8,147705.61,5393.3,4179.66,87.72,438.44,687.48,581.52
TX,TEXAS,4837260,RIVER ROAD ISD,04190,RIVER ROAD H S,483726004190,407,98,24.08,13,0,60,14.74,2,0.49,24,5.9,1693800.89,1236317.95,23660.29,207547.39,226275.26,184549.37,4161.67,3037.64,58.13,509.94,555.96,453.44
TX,TEXAS,4837410,ROBINSON ISD,04198,ROBINSON H S,483741004198,712,70,9.83,2,0,81,11.38,6,0.84,15,2.11,3425150.54,2677405.04,62759.75,304296,230471,501262.23,4810.6,3760.4,88.15,427.38,323.7,704.02
TX,TEXAS,4837440,ROBSTOWN ISD,04204,ROBSTOWN H S,483744004204,784,230,29.34,0,0,151,19.26,16,2.04,40,5.1,2641969.5,1946382,18117,244509,432961.5,574238.39,3369.86,2482.63,23.11,311.87,552.25,732.45
TX,TEXAS,4837470,ROBY CISD,04210,ROBY H S,483747004210,73,0,0,0,0,0,0,0,0,0,0,317758.94,317758.94,44906,21499,67000,91210,4352.86,4352.86,615.15,294.51,917.81,1249.45
TX,TEXAS,4837590,ROCKDALE ISD,04216,ROCKDALE H S,483759004216,434,16,3.69,0,0,112,25.81,2,0.46,10,2.3,2032936.08,1619256.42,74172.87,181332.95,287831.71,187201,4684.18,3731.01,170.91,417.82,663.21,431.34
TX,TEXAS,4837650,ROCKWALL ISD,04221,ROCKWALL H S,483765004221,2410,220,9.13,0,0,98,4.07,20,0.83,53,2.2,7582389,6646283,38569,917023,515099,1206285,3146.22,2757.79,16,380.51,213.73,500.53
TX,TEXAS,4837710,ROGERS ISD,04225,ROGERS H S,483771004225,299,10,3.34,0,0,12,4.01,2,0.67,6,2.01,1386961.19,1057884.53,46249,125164.33,157663.33,174905.59,4638.67,3538.08,154.68,418.61,527.3,584.97
TX,TEXAS,4837740,ROMA ISD,04228,ROMA H S,483774004228,1780,567,31.85,0,0,235,13.2,40,2.25,100,5.62,7907394,6209751,241870,701265,754508,1000918,4442.36,3488.62,135.88,393.97,423.88,562.31
TX,TEXAS,4837800,ROOSEVELT ISD,04233,ROOSEVELT H S,483780004233,314,33,10.51,4,0,62,19.75,6,1.91,20,6.37,1334100,1088188,74835,92221,171077,436578,4248.73,3465.57,238.33,293.7,544.83,1390.38
TX,TEXAS,4837900,ROSEBUD-LOTT ISD,04242,ROSEBUD-LOTT H S,483790004242,200,45,22.5,15,0,27,13.5,6,3,15,7.5,1211253.27,981620.34,49781.33,126730,53120.97,386264,6056.27,4908.1,248.91,633.65,265.6,1931.32
TX,TEXAS,4838080,ROUND ROCK ISD,04254,ROUND ROCK H S,483808004254,3136,126,4.02,26,0,2,0.06,10,0.32,35,1.12,14102779,11202962,190710,1998524,710583,3685917.69,4497.06,3572.37,60.81,637.28,226.59,1175.36
TX,TEXAS,4838080,ROUND ROCK ISD,05805,WESTWOOD H S,483808005805,2707,53,1.96,20,0,62,2.29,4,0.15,12,0.44,12017639,9706197,239888,1475873,595681,4521460.76,4439.47,3585.59,88.62,545.21,220.05,1670.28
TX,TEXAS,4838080,ROUND ROCK ISD,06469,MCNEIL H S,483808006469,2626,281,10.7,59,0,138,5.26,23,0.88,71,2.7,13607024,10176357,310780,2577802,542085,4212314.94,5181.65,3875.23,118.35,981.65,206.43,1604.08
TX,TEXAS,4838080,ROUND ROCK ISD,08412,STONY POINT H S,483808008412,2602,437,16.79,40,0,2,0.08,32,1.23,79,3.04,12353386,9722526,459841,1602314,568705,3404784.99,4747.65,3736.56,176.73,615.8,218.56,1308.53
TX,TEXAS,4838080,ROUND ROCK ISD,11097,CEDAR RIDGE H S,483808011097,2749,254,9.24,34,0,140,5.09,21,0.76,44,1.6,11804613,9583233,212552,1444144,564684,3022965.45,4294.15,3486.08,77.32,525.33,205.41,1099.66
TX,TEXAS,4838190,ROYAL ISD,04264,ROYAL H S,483819004264,539,317,58.81,2,0,84,15.58,30,5.57,49,9.09,3246622,2413111.35,87599.38,232872,2245593,15399.04,6023.42,4477.02,162.52,432.04,4166.22,28.57
TX,TEXAS,4838220,ROYSE CITY ISD,04268,ROYSE CITY H S,483822004268,1462,145,9.92,0,4,181,12.38,6,0.41,40,2.74,5790907.36,4472482.83,92621.12,403321.99,566894.61,362327.45,3960.95,3059.15,63.35,275.87,387.75,247.83
TX,TEXAS,4838400,S AND S CISD,04278,S AND S CONS H S,483840004278,282,8,2.84,2,2,18,6.38,0,0,8,2.84,1527395,1291582,17990,87051,130772,388845,5416.29,4580.08,63.79,308.69,463.73,1378.88
TX,TEXAS,4838460,SABINE ISD,04282,SABINE H S,483846004282,391,22,5.63,0,0,48,12.28,6,1.53,7,1.79,1823209,1474307,56029,57379,235494,1010104,4662.94,3770.61,143.3,146.75,602.29,2583.39
TX,TEXAS,4838580,SALADO ISD,04288,SALADO H S,483858004288,492,1,0.2,0,0,31,6.3,0,0,0,0,2398272.59,1778043.81,149316.07,278933.51,191979.2,1097663.59,4874.54,3613.91,303.49,566.94,390.2,2231.02
TX,TEXAS,4838700,SAN ANGELO ISD,04302,CENTRAL H S,483870004302,2108,298,14.14,2,0,373,17.69,40,1.9,63,2.99,7137225,5935092,55289,809237,541856,722955,3385.78,2815.51,26.23,383.89,257.05,342.96
TX,TEXAS,4838700,SAN ANGELO ISD,04312,LAKE VIEW H S,483870004312,1208,210,17.38,2,0,231,19.12,32,2.65,45,3.73,4420295,3431685,64874,592427,464026,399167,3659.18,2840.8,53.7,490.42,384.13,330.44
TX,TEXAS,4838850,SAN ELIZARIO ISD,04433,SAN ELIZARIO H S,483885004433,1054,236,22.39,0,0,22,2.09,25,2.37,65,6.17,4754979,3624282,36557,635638,458502,1148747,4511.37,3438.6,34.68,603.07,435.01,1089.89
TX,TEXAS,4838970,SAN MARCOS CISD,04452,SAN MARCOS H S,483897004452,2249,381,16.94,6,0,198,8.8,31,1.38,42,1.87,465719920,4657199.23,210268.25,545683.91,432343.73,476100.35,207078.67,2070.79,93.49,242.63,192.24,211.69
TX,TEXAS,4839030,SAN SABA ISD,04457,SAN SABA H S,483903004457,191,10,5.24,0,0,6,3.14,2,1.05,2,1.05,952491,884445,38746,41267,72500,745632,4986.86,4630.6,202.86,216.06,379.58,3903.83
TX,TEXAS,4839150,SANFORD-FRITCH ISD,04466,SANFORD-FRITCH H S,483915004466,206,28,13.59,0,0,25,12.14,2,0.97,10,4.85,1438326.45,1106683.13,70812.38,107575.93,153255.01,349564.83,6982.17,5372.25,343.75,522.21,743.96,1696.92
TX,TEXAS,4839180,SANGER ISD,04468,SANGER H S,483918004468,795,91,11.45,0,0,91,11.45,13,1.64,24,3.02,3935116,2893920,226913,599497,214786,1357132,4949.83,3640.15,285.43,754.08,270.17,1707.08
TX,TEXAS,4839270,SANTA FE ISD,04473,SANTA FE H S,483927004473,1466,163,11.12,2,0,201,13.71,17,1.16,59,4.02,4859388,3976384,19283,774720,510816,632915,3314.73,2712.4,13.15,528.46,348.44,431.73
TX,TEXAS,4839300,SANTA GERTRUDIS ISD,07019,SANTA GERTRUDIS ACADEMY H S,483930007019,373,6,1.61,0,0,26,6.97,0,0,4,1.07,2229302,1319181,29629,117145,99211,373759,5976.68,3536.68,79.43,314.06,265.98,1002.03
TX,TEXAS,4839330,SANTA MARIA ISD,21157,SANTA MARIA H S,483933021157,206,7,3.4,0,0,2,0.97,0,0,2,0.97,1022337.65,991144.85,17959.38,88091.03,123612.12,230323.21,4962.8,4811.38,87.18,427.63,600.06,1118.07
TX,TEXAS,4839360,SANTA ROSA ISD,04480,SANTA ROSA H S,483936004480,339,28,8.26,0,0,16,4.72,13,3.83,7,2.06,226401,1227653,58824,132325,80252,98000,667.85,3621.4,173.52,390.34,236.73,289.09
TX,TEXAS,4839480,SCHERTZ-CIBOLO-U CITY ISD,04488,SAMUEL CLEMENS H S,483948004488,2575,431,16.74,6,0,294,11.42,25,0.97,81,3.15,8624718,7147811,17936,1322450,626218,698628,3349.41,2775.85,6.97,513.57,243.19,271.31
TX,TEXAS,4839570,SCURRY-ROSSER ISD,04497,SCURRY-ROSSER H S,483957004497,348,68,19.54,18,0,39,11.21,4,1.15,20,5.75,1654021,1217626,118569,144870,190774,518753,4752.93,3498.93,340.72,416.29,548.2,1490.67
TX,TEXAS,4839630,SEALY ISD,04502,SEALY H S,483963004502,862,202,23.43,0,0,117,13.57,19,2.2,30,3.48,4231449,3120855,72259,618542,419793,570887,4908.87,3620.48,83.83,717.57,487,662.28
TX,TEXAS,4839690,SEGUIN ISD,04512,SEGUIN H S,483969004512,1942,348,17.92,111,0,266,13.7,28,1.44,78,4.02,7920387.53,6133181.38,19602,830120.11,937483.99,1145578.28,4078.47,3158.18,10.09,427.46,482.74,589.9
TX,TEXAS,4839750,SEMINOLE ISD,04515,SEMINOLE H S,483975004515,687,96,13.97,0,0,71,10.33,9,1.31,25,3.64,4103586,3023499,207113,360945,444985,498977,5973.2,4401.02,301.47,525.39,647.72,726.31
TX,TEXAS,4839870,SHALLOWATER ISD,04523,SHALLOWATER H S,483987004523,438,51,11.64,0,0,48,10.96,2,0.46,16,3.65,2603213.15,2162397.87,51842.29,188417.79,200555.2,527431.52,5943.41,4936.98,118.36,430.18,457.89,1204.18
TX,TEXAS,4839900,SHAMROCK ISD,04526,SHAMROCK H S,483990004526,103,7,6.8,4,0,16,15.53,0,0,6,5.83,903027,880000,16713,63370,65350,187554,8767.25,8543.69,162.26,615.24,634.47,1820.91
TX,TEXAS,4839930,SHARYLAND ISD,04529,SHARYLAND H S,483993004529,1577,138,8.75,0,0,303,19.21,16,1.01,33,2.09,6929726,5530947,127519,716899,339594,3455299.7,4394.25,3507.26,80.86,454.6,215.34,2191.06
TX,TEXAS,4839930,SHARYLAND ISD,12825,SHARYLAND PIONEER H S,483993012825,1511,341,22.57,2,0,288,19.06,25,1.65,76,5.03,6212816,4853160,68672.84,730647,325655,3194309.97,4111.72,3211.89,45.45,483.55,215.52,2114.04
TX,TEXAS,4839990,SHELDON ISD,04534,C E KING H S,483999004534,2125,644,30.31,0,0,569,26.78,54,2.54,130,6.12,9295091,7388911,81094,1362867,646960,1753201,4374.16,3477.13,38.16,641.35,304.45,825.04
TX,TEXAS,4840020,SHEPHERD ISD,04541,SHEPHERD H S,484002004541,544,35,6.43,0,0,111,20.4,2,0.37,10,1.84,2822843.64,2147352.13,101663.43,59210,514618.08,243550.8,5189.05,3947.34,186.88,108.84,945.99,447.7
TX,TEXAS,4840080,SHERMAN ISD,04550,SHERMAN H S,484008004550,1794,522,29.1,85,0,282,15.72,38,2.12,38,2.12,6831439.83,5630933.64,185601.89,442660.55,572243.75,1958007.3,3807.94,3138.76,103.46,246.75,318.98,1091.42
TX,TEXAS,4840230,SILSBEE ISD,04562,SILSBEE H S,484023004562,819,121,14.77,2,0,142,17.34,10,1.22,6,0.73,3664110.25,2562351,103451.4,472253.82,348812.26,491312,4473.88,3128.63,126.31,576.62,425.9,599.89
TX,TEXAS,4840320,SIMMS ISD,04567,JAMES BOWIE H S,484032004567,156,0,0,0,0,9,5.77,0,0,0,0,1105129.19,806780.88,33154.3,131237.77,133956.24,295595.17,7084.16,5171.67,212.53,841.27,858.69,1894.84
TX,TEXAS,4840350,SINTON ISD,04571,SINTON H S,484035004571,637,10,1.57,0,0,100,15.7,0,0,2,0.31,2853830.25,2382809.1,94135.05,160348.1,216538,0,4480.11,3740.67,147.78,251.72,339.93,0
TX,TEXAS,4840410,SKIDMORE-TYNAN ISD,04576,SKIDMORE-TYNAN H S,484041004576,279,4,1.43,0,0,30,10.75,2,0.72,2,0.72,1539101,1385666,55853,97582,55853,55853,5516.49,4966.54,200.19,349.76,200.19,200.19
TX,TEXAS,4840440,SLATON ISD,04579,SLATON H S,484044004579,354,34,9.6,16,0,72,20.34,4,1.13,15,4.24,2642127.75,2130266,67384.14,260067.36,184409.64,225394.71,7463.64,6017.7,190.35,734.65,520.93,636.71
TX,TEXAS,4840550,SMITHVILLE ISD,04590,SMITHVILLE H S,484055004590,552,68,12.32,8,0,62,11.23,19,3.44,41,7.43,2841057.8,2266938.4,133009.55,77641.29,272282.37,1116459.1,5146.84,4106.77,240.96,140.65,493.27,2022.57
TX,TEXAS,4840650,SNYDER ISD,04601,SNYDER H S,484065004601,747,251,33.6,0,0,116,15.53,15,2.01,42,5.62,3969330.28,3221877.77,108747.92,350257,288453.59,0,5313.7,4313.09,145.58,468.88,386.15,0
